YearAdj,Date,Outflow,Export,X2
1975,1974-12-01,28288,3576,67.4648954061399
1975,1974-12-02,29564,2549,66.8064473169089
1975,1974-12-03,42109,1600,65.9691199688463
1975,1974-12-04,43658,1805,67.7696410205901
1975,1974-12-05,48172,1207,65.9173867944898
1975,1974-12-06,51882,1216,59.4243819333667
1975,1974-12-07,49211,2293,57.5777828478879
1975,1974-12-08,34477,3573,58.1778028218183
1975,1974-12-09,32969,2662,59.0051389322938
1975,1974-12-10,31174,3230,60.9146975182007
1975,1974-12-11,30556,1940,62.6620736128599
1975,1974-12-12,30064,63,62.2633612830585
1975,1974-12-13,25930,3157,62.5823231606697
1975,1974-12-14,25143,3320,60.8238376274559
1975,1974-12-15,22948,4521,61.2074717515321
1975,1974-12-16,25331,1721,60.3299105701184
1975,1974-12-17,22196,4132,59.959051092839
1975,1974-12-18,22015,3165,60.7848607071614
1975,1974-12-19,22130,2528,61.3921580930173
1975,1974-12-20,21502,2333,62.0598071908663
1975,1974-12-21,19315,3693,64.2969590397003
1975,1974-12-22,18085,4272,66.8520483039368
1975,1974-12-23,17529,4120,67.7204063695073
1975,1974-12-24,17889,3100,67.8448551348937
1975,1974-12-25,17494,3548,71.9914795481798
1975,1974-12-26,17581,3523,73.6903508010944
1975,1974-12-27,17265,3348,71.3369825310292
1975,1974-12-28,22194,3243,76.2672514823271
1975,1974-12-29,24925,3121,75.1818152212926
1975,1974-12-30,28490,2963,72.8701768381404
1975,1974-12-31,28463,1708,69.7768727245455
1975,1975-01-01,25737,2064,68.2620947751845
1975,1975-01-02,21258,2267,67.5247039063458
1975,1975-01-03,19031,2631,67.0176888853233
1975,1975-01-04,18168,3874,66.2922477328366
1975,1975-01-05,16759,4816,65.7375575480047
1975,1975-01-06,18164,4418,66.3475190305732
1975,1975-01-07,18829,4725,68.643004927349
1975,1975-01-08,22119,5688,69.8197584682735
1975,1975-01-09,26894,4847,71.4483504268278
1975,1975-01-10,28475,5251,67.0766272964577
1975,1975-01-11,25537,5644,66.1241732896438
1975,1975-01-12,21430,6862,64.572352541894
1975,1975-01-13,19156,6002,63.4079170216155
1975,1975-01-14,18309,4634,65.1358335865705
1975,1975-01-15,17398,5056,64.5020639567927
1975,1975-01-16,16925,4943,65.3481398857334
1975,1975-01-17,16674,4886,65.6909197044615
1975,1975-01-18,14033,7012,65.4596315195858
1975,1975-01-19,13250,7406,66.2666825412352
1975,1975-01-20,13256,6628,67.5415673482709
1975,1975-01-21,14086,5824,73.6903508010944
1975,1975-01-22,15498,5462,72.5029384844606
1975,1975-01-23,15691,5596,74.1987878393148
1975,1975-01-24,15689,5411,77.6341385663497
1975,1975-01-25,13920,6770,76.0751806181115
1975,1975-01-26,12539,7748,76.3737888543361
1975,1975-01-27,12439,7108,76.9299168250304
1975,1975-01-28,12783,5908,75.4434068215627
1975,1975-01-29,13478,6001,75.175841488721
1975,1975-01-30,12365,6885,73.5951933881933
1975,1975-01-31,12276,7253,74.186303050563
1975,1975-02-01,17868,7580,75.3875943577773
1975,1975-02-02,31513,7526,75.5738845713773
1975,1975-02-03,45345,6960,74.935534886503
1975,1975-02-04,51595,6936,71.538713343577
1975,1975-02-05,54090,6222,70.0044268233278
1975,1975-02-06,47677,6119,65.6249245358784
1975,1975-02-07,40132,5756,64.2285208785935
1975,1975-02-08,39702,6687,64.6976562453756
1975,1975-02-09,54516,7554,64.6113531775096
1975,1975-02-10,67911,6605,64.8773387191974
1975,1975-02-11,69523,6087,59.7741368715558
1975,1975-02-12,69727,5972,57.9437302963432
1975,1975-02-13,84966,5668,57.2652943879699
1975,1975-02-14,92127,5996,56.7104385209117
1975,1975-02-15,97271,7617,55.7371935494569
1975,1975-02-16,100709,7103,54.8710909427447
1975,1975-02-17,90374,6811,53.8740187751701
1975,1975-02-18,75428,5923,52.8811028607694
1975,1975-02-19,67578,6305,50.8786585158578
1975,1975-02-20,60500,7354,54.9633054596693
1975,1975-02-21,56448,6049,51.2723315849814
1975,1975-02-22,52070,6418,50.8786585158578
1975,1975-02-23,46761,8307,56.6474826394805
1975,1975-02-24,44506,7078,59.9387175312491
1975,1975-02-25,42809,4805,58.9597656059812
1975,1975-02-26,39199,6425,58.3253602562211
1975,1975-02-27,34674,8020,57.4366474999524
1975,1975-02-28,30231,8168,57.1768312125718
1975,1975-03-01,27781,9306,57.2123801522876
1975,1975-03-02,24953,9822,57.8210428076646
1975,1975-03-03,25306,8816,57.0482687466537
1975,1975-03-04,26404,6530,57.2567357862914
1975,1975-03-05,26165,6675,60.0772279197371
1975,1975-03-06,26310,8197,62.4798448726233
1975,1975-03-07,27305,8605,64.3853823907984
1975,1975-03-08,37356,7388,68.0476377573423
1975,1975-03-09,48031,7359,66.5540573761978
1975,1975-03-10,53786,5878,63.5665611168868
1975,1975-03-11,57739,5507,59.0559631045123
1975,1975-03-12,63588,5508,57.7607255602267
1975,1975-03-13,64771,5569,56.5677143133999
1975,1975-03-14,72519,4997,55.5887085199013
1975,1975-03-15,70715,4208,53.0536470356101
1975,1975-03-16,67885,3901,55.2029701141023
1975,1975-03-17,66405,2523,54.3319685051428
1975,1975-03-18,63933,2524,53.7094962445894
1975,1975-03-19,58875,3016,54.6556846474937
1975,1975-03-20,60197,5804,53.7094962445894
1975,1975-03-21,67709,5093,53.0536470356101
1975,1975-03-22,90834,6356,56.1700293365729
1975,1975-03-23,107778,7635,55.8930468639129
1975,1975-03-24,112347,6482,54.029278300144
1975,1975-03-25,119908,6185,55.5358422451295
1975,1975-03-26,127625,4465,52.0158511121469
1975,1975-03-27,113393,4892,48.606247994964
1975,1975-03-28,106516,4365,48.4222274040517
1975,1975-03-29,94922,6458,49.558263027858096
1975,1975-03-30,83138,8203,49.9207491728604
1975,1975-03-31,77664,6159,50.2730466616789
1975,1975-04-01,67833,6162,50.6155117985336
1975,1975-04-02,59476,6004,50.9484920812397
1975,1975-04-03,51187,6435,51.2723315849814
1975,1975-04-04,45639,6113,54.029278300144
1975,1975-04-05,43544,7938,56.4154747514185
1975,1975-04-06,42608,8638,57.7109511904281
1975,1975-04-07,43644,8038,58.1507458279633
1975,1975-04-08,44682,7041,59.0394544052494
1975,1975-04-09,43153,6790,59.2784120292098
1975,1975-04-10,40210,6151,58.7551602148145
1975,1975-04-11,37501,5778,59.332300409605
1975,1975-04-12,32635,6947,57.9676788960497
1975,1975-04-13,29702,6350,57.1031801111818
1975,1975-04-14,29603,5247,57.982212783408
1975,1975-04-15,29789,5004,58.0100642606477
1975,1975-04-16,30874,4779,56.4577802956755
1975,1975-04-17,31548,4599,57.1455564276442
1975,1975-04-18,30497,4222,57.6975793168732
1975,1975-04-19,29119,4803,57.3561158049937
1975,1975-04-20,27037,5360,56.8024093872205
1975,1975-04-21,25316,5394,59.2669760232926
1975,1975-04-22,23284,6412,63.8586897909012
1975,1975-04-23,21928,6747,64.6475907671661
1975,1975-04-24,21329,6953,63.0844461039235
1975,1975-04-25,22938,6581,65.0325705091341
1975,1975-04-26,24474,7267,64.6721940995643
1975,1975-04-27,26739,6681,62.0012997786505
1975,1975-04-28,26083,7639,62.1393467111114
1975,1975-04-29,26775,6701,61.4467733086967
1975,1975-04-30,26431,6327,61.4109055110012
1975,1975-05-01,25735,6311,60.7798982432619
1975,1975-05-02,25461,6450,60.1447271088338
1975,1975-05-03,24553,7766,58.3926833535018
1975,1975-05-04,26732,7466,58.9586484022472
1975,1975-05-05,27882,7511,59.1462557438664
1975,1975-05-06,28784,7509,58.9865404760946
1975,1975-05-07,28526,7300,62.3645065662188
1975,1975-05-08,27310,7557,65.1488611877912
1975,1975-05-09,26853,7325,65.6050514094861
1975,1975-05-10,26002,8630,65.3190497644024
1975,1975-05-11,24789,10287,65.6535561257165
1975,1975-05-12,27130,8585,63.8268750715223
1975,1975-05-13,28948,7248,64.2618666776083
1975,1975-05-14,30533,7066,64.9522639915057
1975,1975-05-15,34335,4013,64.7321228785552
1975,1975-05-16,34930,3915,60.8582920394999
1975,1975-05-17,35602,3875,58.7366644746993
1975,1975-05-18,35586,3785,56.6031074146698
1975,1975-05-19,35272,3494,57.1281722025925
1975,1975-05-20,35348,3701,58.9586484022472
1975,1975-05-21,36449,3873,57.7354230567977
1975,1975-05-22,35049,3732,56.3346316528715
1975,1975-05-23,31700,3959,60.4751474781765
1975,1975-05-24,28370,3915,60.9140113651686
1975,1975-05-25,25416,3992,61.744705154312
1975,1975-05-26,24407,3836,62.6458139269071
1975,1975-05-27,23947,3783,63.2494814505771
1975,1975-05-28,24108,3947,64.0143561333962
1975,1975-05-29,23906,4685,62.0381684632117
1975,1975-05-30,24516,3714,63.0182430256838
1975,1975-05-31,24491,3823,64.6527156480421
1975,1975-06-01,24905,3941,64.0132344911338
1975,1975-06-02,25249,4218,62.5363341766089
1975,1975-06-03,25768,4563,63.4770031020532
1975,1975-06-04,26492,4505,64.1412333535085
1975,1975-06-05,26877,4618,65.5188849897291
1975,1975-06-06,27813,4708,65.9207817175
1975,1975-06-07,30109,4584,65.7840675247436
1975,1975-06-08,31324,4664,64.979858099052
1975,1975-06-09,32124,4664,64.0908678322454
1975,1975-06-10,32258,4594,63.2494814505771
1975,1975-06-11,31516,4618,63.1687260688643
1975,1975-06-12,30011,4633,63.0638433977342
1975,1975-06-13,26947,4625,60.3453950739578
1975,1975-06-14,24890,4608,57.3898455447408
1975,1975-06-15,24732,4623,58.7077068027597
1975,1975-06-16,24850,4552,57.7788490649495
1975,1975-06-17,24772,4596,58.4070116473033
1975,1975-06-18,24351,4585,59.3899676803109
1975,1975-06-19,22772,4561,59.9305979030281
1975,1975-06-20,20540,4590,61.7522700162567
1975,1975-06-21,17570,4488,61.7522700162567
1975,1975-06-22,15739,4515,63.411227883027
1975,1975-06-23,15390,4089,63.8314423983571
1975,1975-06-24,13995,4674,64.7708081665702
1975,1975-06-25,13329,4434,64.1674424060115
1975,1975-06-26,12960,4569,65.0201180183006
1975,1975-06-27,13576,4141,62.7683970966947
1975,1975-06-28,12405,4283,63.4527394026951
1975,1975-06-29,10915,4751,63.8314423983571
1975,1975-06-30,11066,4608,64.6180839541924
1975,1975-07-01,10043,5142,65.5873017860975
1975,1975-07-02,9565,5190,66.5587424197025
1975,1975-07-03,9473,5164,67.6361809925118
1975,1975-07-04,9377,5252,68.9786379388493
1975,1975-07-05,9184,5326,73.8862231674624
1975,1975-07-06,9227,5248,71.3326962199366
1975,1975-07-07,9148,5221,72.5031680606717
1975,1975-07-08,9120,5183,73.6583350313627
1975,1975-07-09,9167,5138,74.0545934480911
1975,1975-07-10,8890,5159,74.238441185011
1975,1975-07-11,8179,5314,72.6031095736961
1975,1975-07-12,8921,5198,73.4412230151158
1975,1975-07-13,10139,5105,72.1377349605316
1975,1975-07-14,11172,5220,72.437140951037
1975,1975-07-15,12012,4983,72.6819191043836
1975,1975-07-16,12626,5084,71.3314301849654
1975,1975-07-17,13061,5147,70.945961379959
1975,1975-07-18,13723,5212,72.0004988508741
1975,1975-07-19,13780,5048,72.2718309057408
1975,1975-07-20,13335,5270,72.2833007236232
1975,1975-07-21,13125,4836,71.6165336400234
1975,1975-07-22,12557,5163,71.9914795481798
1975,1975-07-23,12784,5145,70.4349935349743
1975,1975-07-24,12694,5034,70.7400585402704
1975,1975-07-25,12426,5021,70.322641563121
1975,1975-07-26,11953,5343,70.155688195012
1975,1975-07-27,12268,5188,69.9820361951027
1975,1975-07-28,12061,5104,70.0207484902749
1975,1975-07-29,11523,5669,69.7337109563433
1975,1975-07-30,11795,5310,70.0652083076558
1975,1975-07-31,11674,5301,69.3520377200909
1975,1975-08-01,9232,7607,69.7412960731322
1975,1975-08-02,7783,9111,71.3016346836554
1975,1975-08-03,6162,10624,72.2546722070426
1975,1975-08-04,7380,9121,75.0674533184719
1975,1975-08-05,7872,8849,76.0485558033387
1975,1975-08-06,9208,7751,76.413872779079
1975,1975-08-07,8563,8282,76.8449943784658
1975,1975-08-08,8679,7894,75.7137955091573
1975,1975-08-09,6887,9784,75.5759386505482
1975,1975-08-10,6277,10419,75.913271505149
1975,1975-08-11,6573,10048,76.4933746022141
1975,1975-08-12,7509,8872,77.3415316889103
1975,1975-08-13,7766,8585,77.2980523348654
1975,1975-08-14,7374,9203,76.9143865600307
1975,1975-08-15,7689,8948,76.3928114491603
1975,1975-08-16,7031,9438,76.4808767196086
1975,1975-08-17,5840,10672,76.6393618908854
1975,1975-08-18,10471,9248,76.0967142823377
1975,1975-08-19,13577,8458,76.0398545106888
1975,1975-08-20,14155,8706,75.4394920153022
1975,1975-08-21,14521,8844,75.0871521848341
1975,1975-08-22,15034,8671,75.0205755641399
1975,1975-08-23,12125,9350,74.2229829932348
1975,1975-08-24,9453,10545,73.2711876138182
1975,1975-08-25,10745,8889,72.393928450943
1975,1975-08-26,11271,8148,72.3019750650671
1975,1975-08-27,12132,7331,73.254047137221
1975,1975-08-28,12026,7386,71.6691427306715
1975,1975-08-29,11626,7860,70.7051289953119
1975,1975-08-30,10260,9461,70.8481859634402
1975,1975-08-31,10003,10501,71.4417880629054
1975,1975-09-01,12815,8506,71.9120166674414
1975,1975-09-02,12736,8317,71.9986243740534
1975,1975-09-03,12979,8296,71.5935940846172
1975,1975-09-04,13151,8372,71.5288819537616
1975,1975-09-05,12777,8469,72.4119901686874
1975,1975-09-06,11910,9434,72.7728442918371
1975,1975-09-07,10911,10537,72.9342967772855
1975,1975-09-08,12481,8907,72.7494647155273
1975,1975-09-09,12548,8226,72.5144461038385
1975,1975-09-10,12877,8146,72.4283048139092
1975,1975-09-11,13618,8031,72.3971644594179
1975,1975-09-12,14652,7543,72.971116197085
1975,1975-09-13,14431,7967,72.6228781047
1975,1975-09-14,12839,9606,71.522942863027
1975,1975-09-15,15127,7597,70.8928431729333
1975,1975-09-16,16038,6677,69.8349538020314
1975,1975-09-17,15453,6905,67.7111290729789
1975,1975-09-18,14786,7239,67.9899015773043
1975,1975-09-19,14996,7002,67.9333444978906
1975,1975-09-20,14109,7945,67.8355592004531
1975,1975-09-21,11659,9794,67.1286003805854
1975,1975-09-22,12475,8151,67.1286003805854
1975,1975-09-23,12880,7453,66.961678771841
1975,1975-09-24,12307,7655,67.0280212888339
1975,1975-09-25,13082,6874,67.2111744260369
1975,1975-09-26,13647,6158,68.1314778533477
1975,1975-09-27,13348,6561,69.2398541641765
1975,1975-09-28,12933,6865,69.1207540449549
1975,1975-09-29,14715,5197,68.6373944253128
1975,1975-09-30,14298,5515,68.4561952126676
1975,1975-10-01,14158,5993,68.7040571265524
1975,1975-10-02,14376,6004,68.6348845002753
1975,1975-10-03,14502,5790,68.5896031187902
1975,1975-10-04,14394,6300,68.6612175626085
1975,1975-10-05,12275,8248,68.6830708668185
1975,1975-10-06,13067,7824,69.0528011696789
1975,1975-10-07,12912,7676,70.290786062349
1975,1975-10-08,11948,7682,70.9452767899751
1975,1975-10-09,13048,7902,69.5351598070387
1975,1975-10-10,16417,7660,69.3274328410122
1975,1975-10-11,19947,8095,73.3030900600133
1975,1975-10-12,20694,8050,70.6524315866747
1975,1975-10-13,22195,7096,70.1330176479549
1975,1975-10-14,21574,7214,68.6172420018841
1975,1975-10-15,20373,6664,67.4988721555905
1975,1975-10-16,16824,7024,68.4706749270945
1975,1975-10-17,16074,7884,68.3564104097272
1975,1975-10-18,15357,8336,69.0307518399224
1975,1975-10-19,14995,8686,69.505634419979
1975,1975-10-20,14811,8809,67.8045132215865
1975,1975-10-21,14912,8294,67.5659848587811
1975,1975-10-22,16398,6769,67.4910046213745
1975,1975-10-23,15924,6955,64.520430746056
1975,1975-10-24,15389,7453,61.1472845641769
1975,1975-10-25,14427,8432,62.7958493546571
1975,1975-10-26,16293,9114,70.0044268233278
1975,1975-10-27,19649,7603,69.5791146583799
1975,1975-10-28,21674,6197,67.8342825110301
1975,1975-10-29,20888,8022,67.0951189346677
1975,1975-10-30,25490,8184,67.5211488628223
1975,1975-10-31,22944,8403,69.079745653663693
1975,1975-11-01,20878,9175,68.0145824034
1975,1975-11-02,21223,9546,68.2806543083352
1975,1975-11-03,20773,9345,68.6388980717028
1975,1975-11-04,18002,7334,68.6294364578697
1975,1975-11-05,16661,7962,69.0422094189788
1975,1975-11-06,15321,8144,69.6735484913624
1975,1975-11-07,14370,7423,69.2640940054995
1975,1975-11-08,12816,7924,68.710538277705
1975,1975-11-09,11771,8838,68.1271089283364
1975,1975-11-10,14352,7788,67.9880105327499
1975,1975-11-11,16272,6909,68.0207655157109
1975,1975-11-12,16315,7453,67.319934373845
1975,1975-11-13,16133,7951,67.2698663286895
1975,1975-11-14,16060,8065,68.7081987223923
1975,1975-11-15,14971,8300,75.0921072782949
1975,1975-11-16,14857,9058,75.7110795419547
1975,1975-11-17,17045,7835,75.1800762974545
1975,1975-11-18,18813,7091,72.6859860630753
1975,1975-11-19,18647,7454,68.7416334187037
1975,1975-11-20,17467,8334,69.1372654309235
1975,1975-11-21,16795,8324,70.5652766526149
1975,1975-11-22,17411,8272,71.3141898904899
1975,1975-11-23,18133,8850,70.2190157939644
1975,1975-11-24,20395,7755,69.7911523049049
1975,1975-11-25,21486,7232,68.5344581962332
1975,1975-11-26,22110,7228,68.7416334187037
1975,1975-11-27,21734,7902,68.0938214230914
1975,1975-11-28,21994,7812,68.7670974017518
1975,1975-11-29,22499,7353,68.3286924088313
1975,1975-11-30,22330,7626,66.840905706556
1976,1975-12-01,22224,7672,65.5559519730329
1976,1975-12-02,22458,7276,65.4296037301939
1976,1975-12-03,22430,7222,66.3503780449826
1976,1975-12-04,22685,7050,67.1694510220804
1976,1975-12-05,22435,7343,67.8142637365038
1976,1975-12-06,23067,7236,67.1148711185393
1976,1975-12-07,22890,8341,66.8727051680416
1976,1975-12-08,26024,6419,66.6119992619275
1976,1975-12-09,25139,6700,66.62982783946
1976,1975-12-10,22742,7979,66.532597542701
1976,1975-12-11,21670,8267,67.0528802543348
1976,1975-12-12,21225,8697,67.7326721043765
1976,1975-12-13,21368,8157,69.5777482910153
1976,1975-12-14,21360,8216,69.8835246076197
1976,1975-12-15,21251,8296,66.3238917135177
1976,1975-12-16,20884,8125,67.0189235256499
1976,1975-12-17,19724,8301,68.4618910394688
1976,1975-12-18,20445,7387,68.1987098554719
1976,1975-12-19,20800,6643,68.8289116081406
1976,1975-12-20,18752,8222,68.7001575017244
1976,1975-12-21,18049,8548,68.7426056049323
1976,1975-12-22,19081,7933,68.425809993824
1976,1975-12-23,17730,7878,68.9495859446327
1976,1975-12-24,18160,7197,66.8267269638951
1976,1975-12-25,17484,7532,65.8992601221654
1976,1975-12-26,17028,7393,66.3238917135177
1976,1975-12-27,14515,8585,67.1750190279604
1976,1975-12-28,14593,8857,67.9610945160848
1976,1975-12-29,14731,8449,69.192368486145
1976,1975-12-30,13600,8277,69.3915769592362
1976,1975-12-31,14026,8202,70.5095592581295
1976,1976-01-01,15261,7200,69.7964723548671
1976,1976-01-02,15088,7202,69.221294532987
1976,1976-01-03,11984,9172,69.5410675048693
1976,1976-01-04,11312,9904,70.6524315866747
1976,1976-01-05,11761,8909,70.6524315866747
1976,1976-01-06,12101,7751,71.091963386036
1976,1976-01-07,12664,7542,69.3682324857611
1976,1976-01-08,12122,7758,68.2997143019642
1976,1976-01-09,12471,6900,69.4282326793369
1976,1976-01-10,13518,6900,70.9565256390855
1976,1976-01-11,12209,8554,71.4836068618638
1976,1976-01-12,11454,9215,72.7906318094544
1976,1976-01-13,10911,8537,75.1621748944508
1976,1976-01-14,11350,8110,81.3245007599789
1976,1976-01-15,9427,8227,78.1713095253244
1976,1976-01-16,9199,8151,78.0438740672251
1976,1976-01-17,8239,8638,78.159001649408
1976,1976-01-18,7424,9106,78.8445797814114
1976,1976-01-19,8404,8000,81.3812991830031
1976,1976-01-20,8988,7104,79.9510809467896
1976,1976-01-21,9192,7592,78.8712617313679
1976,1976-01-22,9206,7584,76.569669570341
1976,1976-01-23,7846,8541,76.1376147750617
1976,1976-01-24,5653,9641,76.3846291018119
1976,1976-01-25,4872,9505,77.0649115004299
1976,1976-01-26,4390,9345,77.8127202672518
1976,1976-01-27,5150,8165,77.961153045533
1976,1976-01-28,4253,8578,78.4021309155285
1976,1976-01-29,3877,8688,79.2893211781718
1976,1976-01-30,4067,8347,80.3673726799508
1976,1976-01-31,4211,8297,80.6333360719822
1976,1976-02-01,4413,8263,80.8925344057678
1976,1976-02-02,4641,8394,81.2630976503603
1976,1976-02-03,4661,8310,81.8005996532101
1976,1976-02-04,5735,7587,82.8669836866922
1976,1976-02-05,6986,6662,83.6935348434545
1976,1976-02-06,8614,8076,82.7009114682015
1976,1976-02-07,8981,8003,81.6909552989601
1976,1976-02-08,9432,8132,81.7836331998655
1976,1976-02-09,9797,7886,82.2099669118588
1976,1976-02-10,10758,6976,83.8704067544886
1976,1976-02-11,7873,6862,83.2662916125473
1976,1976-02-12,7436,6916,84.5907706474674
1976,1976-02-13,6778,6699,84.0037066895631
1976,1976-02-14,8913,6355,84.4842364106038
1976,1976-02-15,9853,5761,84.0313832571864
1976,1976-02-16,9876,6589,84.3424093867584
1976,1976-02-17,10957,6448,83.1033718226294
1976,1976-02-18,10513,7471,82.6779886280507
1976,1976-02-19,8713,8324,82.293754851348
1976,1976-02-20,8677,8356,82.5751603096878
1976,1976-02-21,7667,8072,81.3377488691353
1976,1976-02-22,6063,8470,80.2025344731347
1976,1976-02-23,5853,7992,80.5869974337503
1976,1976-02-24,5779,8011,81.9790045174576
1976,1976-02-25,6008,7968,82.1904959335208
1976,1976-02-26,5211,8655,81.3722163417588
1976,1976-02-27,4627,9043,81.8917914009476
1976,1976-02-28,5086,9388,82.2098824489565
1976,1976-02-29,6767,11037,81.9609533361916
1976,1976-03-01,13373,9713,82.7456438823965
1976,1976-03-02,19813,9269,82.7019883933055
1976,1976-03-03,25253,9640,81.1297948440064
1976,1976-03-04,22844,9369,79.5185329319273
1976,1976-03-05,19984,9384,76.7550708303089
1976,1976-03-06,14964,9840,76.0903494225163
1976,1976-03-07,12050,10482,74.5791079323028
1976,1976-03-08,7173,9979,74.4031104640216
1976,1976-03-09,5821,9862,75.1944635031593
1976,1976-03-10,5341,9716,76.3937104324279
1976,1976-03-11,5389,9140,77.1793542271792
1976,1976-03-12,5545,8838,76.8395725799766
1976,1976-03-13,4752,9367,76.6421640588897
1976,1976-03-14,4885,9266,76.7111092497964
1976,1976-03-15,5132,8843,77.6896139665906
1976,1976-03-16,4279,9044,77.728845601948
1976,1976-03-17,3625,9202,77.6633491193388
1976,1976-03-18,3860,8877,81.1277618920232
1976,1976-03-19,4292,8250,81.0234847717674
1976,1976-03-20,4238,8074,81.137281639378
1976,1976-03-21,4123,8037,79.7121648764834
1976,1976-03-22,4335,7764,80.521441588493
1976,1976-03-23,4495,7303,82.1830729480007
1976,1976-03-24,4643,7052,81.9175780156589
1976,1976-03-25,3558,7595,81.8182483073881
1976,1976-03-26,3660,7220,81.3446000176504
1976,1976-03-27,3603,6955,81.3540484113541
1976,1976-03-28,3683,6780,81.791811519171
1976,1976-03-29,4265,6686,82.3560396617908
1976,1976-03-30,6064,4751,82.122774799959
1976,1976-03-31,6392,4727,81.8485052133082
1976,1976-04-01,5732,5248,82.9381048842186
1976,1976-04-02,5669,5225,82.6059231377955
1976,1976-04-03,5985,5265,82.4590001100168
1976,1976-04-04,6696,5193,83.0838798747334
1976,1976-04-05,7523,5221,83.1510002904998
1976,1976-04-06,7903,5311,83.0508602493838
1976,1976-04-07,12699,5170,82.7179827831732
1976,1976-04-08,16411,4110,82.88043179952
1976,1976-04-09,17982,3947,82.7896155879235
1976,1976-04-10,22816,4613,81.4710006337403
1976,1976-04-11,23715,4809,81.3709117321767
1976,1976-04-12,17849,5190,79.7261564837436
1976,1976-04-13,14580,5296,78.6294729117661
1976,1976-04-14,13119,5307,78.1433499408039
1976,1976-04-15,9028,5332,78.0328950554778
1976,1976-04-16,7800,5463,78.2548413511334
1976,1976-04-17,6743,5510,77.0164232403003
1976,1976-04-18,6400,5527,76.8891760919269
1976,1976-04-19,6137,5596,77.1626688502297
1976,1976-04-20,5050,6047,76.9519275266051
1976,1976-04-21,3460,6814,76.4679525330095
1976,1976-04-22,3858,5826,77.4083577621503
1976,1976-04-23,4342,4875,77.9288521758216
1976,1976-04-24,4454,4600,77.7069741642689
1976,1976-04-25,4511,4636,77.5007980139089
1976,1976-04-26,3794,5681,77.6270049766191
1976,1976-04-27,4205,5132,76.49926388489
1976,1976-04-28,4588,4285,78.6171061877015
1976,1976-04-29,4757,4102,81.0235730265859
1976,1976-04-30,4062,4918,81.1474554072358
1976,1976-05-01,3985,5395,81.3368933959676
1976,1976-05-02,4389,5359,82.3936032255829
1976,1976-05-03,4892,4863,82.3977911244862
1976,1976-05-04,4692,4864,82.7140632211122
1976,1976-05-05,3879,5334,82.8965736504482
1976,1976-05-06,3888,5216,82.9564410231822
1976,1976-05-07,3882,5822,83.0786796135775
1976,1976-05-08,3738,6418,83.123981589299
1976,1976-05-09,3599,6120,83.6643273500642
1976,1976-05-10,4150,5724,83.9760980349765
1976,1976-05-11,3927,5709,84.1555967916079
1976,1976-05-12,3780,5903,83.5171388579853
1976,1976-05-13,3831,6096,83.5076863434459
1976,1976-05-14,3478,6400,84.6706957170643
1976,1976-05-15,3141,6403,86.1929911321586
1976,1976-05-16,3576,6182,86.4917986164503
1976,1976-05-17,3726,6189,87.9775443514775
1976,1976-05-18,3623,6083,87.2005171401708
1976,1976-05-19,3761,5749,86.6671831732989
1976,1976-05-20,3645,5673,86.2546591053562
1976,1976-05-21,4140,5310,85.4292917843284
1976,1976-05-22,4234,5381,86.23690703091
1976,1976-05-23,4571,5230,86.1018728845174
1976,1976-05-24,4680,5284,85.7980588289572
1976,1976-05-25,3957,5691,85.5939851558834
1976,1976-05-26,3951,5665,85.3892815613145
1976,1976-05-27,3715,5808,85.7353932070225
1976,1976-05-28,4009,5217,86.7614019009736
1976,1976-05-29,3399,5261,86.6649035506119
1976,1976-05-30,3733,4880,86.5259544473165
1976,1976-05-31,4091,4867,87.4307508873513
1976,1976-06-01,4109,4997,86.506452727206
1976,1976-06-02,3860,5193,86.4728338303019
1976,1976-06-03,3722,5013,86.0579079870032
1976,1976-06-04,3784,4852,85.7688286033588
1976,1976-06-05,3928,4841,85.3161087871361
1976,1976-06-06,4039,4803,85.1475621437337
1976,1976-06-07,4336,4839,85.1019066911622
1976,1976-06-08,4476,4790,85.6952952419877
1976,1976-06-09,4269,5218,85.8499044952323
1976,1976-06-10,4281,5337,86.245587218209
1976,1976-06-11,4191,5386,86.8720353111556
1976,1976-06-12,3676,5705,87.4245092207353
1976,1976-06-13,3547,5662,87.2590915883043
1976,1976-06-14,3236,5792,87.3149999277439
1976,1976-06-15,3150,5376,86.7339581732096
1976,1976-06-16,2914,5032,87.2028121718165
1976,1976-06-17,2992,4496,87.4476563076629
1976,1976-06-18,3477,3803,87.9265482371554
1976,1976-06-19,3579,3467,88.8772762525642
1976,1976-06-20,3991,3467,87.241133309449
1976,1976-06-21,4416,3268,87.2205963476704
1976,1976-06-22,3882,3330,87.1144885350963
1976,1976-06-23,3592,3183,86.193382674665
1976,1976-06-24,3345,3070,86.0988886746163
1976,1976-06-25,3701,2836,86.5010026592634
1976,1976-06-26,3666,2932,87.6383253482269
1976,1976-06-27,3591,2983,88.3050787889922
1976,1976-06-28,3692,3077,89.6774194839676
1976,1976-06-29,3944,2980,89.9796135250118
1976,1976-06-30,3868,3005,90.8076629417417
1976,1976-07-01,3649,3219,90.4781997704008
1976,1976-07-02,4063,2735,88.8001213491417
1976,1976-07-03,3944,3061,88.8210612057218
1976,1976-07-04,4434,2906,88.3943396533891
1976,1976-07-05,3927,3673,87.8806761269917
1976,1976-07-06,4922,2748,87.2881099274294
1976,1976-07-07,4770,2970,87.9426431382809
